"jelentkezesi_hatarido","allas_megnevezese","kozzetevo","tipus","telepules","tipus","kisterseg","megye","regio","egyhazi_iskola"
"2017-11-28","pénzügyi és számviteli ügyintéző","Bódvaszilasi Közös Önkormányzati Hivatal","Köztisztviselő","Bódvaszilas","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"2017-12-20","igazgatási ügyintéző","Bódvaszilasi Közös Önkormányzati Hivatal","Köztisztviselő","Bódvaszilas","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"2017-12-15","Óvodapedagógus","Böhönyei Gézengúz Óvoda","Közalkalmazott","Böhönye","HH","Marcali","Somogy","Dél-Dunántúl",0
"2017-12-20","Főszakács","Böhönyei Gézengúz Óvoda","Közalkalmazott","Böhönye","HH","Marcali","Somogy","Dél-Dunántúl",0
"2017-12-06","Óvodapedagógus","Szentlőrinci Kistérségi Óvoda és Bölcsőde","Közalkalmazott","Bükkösd","HH","Szentlőrinci","Baranya","Dél-Dunántúl",0
"2017-11-30","Óvodapedagógus","Büssüi Tarkabarka Óvoda","Közalkalmazott","Büssü","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"2017-11-28","Karbantartó","Bői Óvoda","Közalkalmazott","Bő","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"2017-11-30","Óvodapedagógus","Bőnyi Szivárvány Egységes Óvoda-bölcsőde","Közalkalmazott","Bőny","nem_hatranyos _besorolasu","Győri","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"2017-11-28","tanító","Dunaújvárosi Tankerületi Központ","Közalkalmazott","Cece","HH","Sárbogárdi","Fejér","Közép-Dunántúl",0
"2017-11-25","Festő szakoktató","Ceglédi Szakképzési Centrum","Közalkalmazott","Cegléd","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",1
"2017-11-27","Matematika-fizika szakos középiskolai tanár","Ceglédi Szakképzési Centrum","Közalkalmazott","Cegléd","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",1
"2017-11-27","Építőipari mérnök tanár","Ceglédi Szakképzési Centrum","Közalkalmazott","Cegléd","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",1
"2017-11-30","Intézményvezető helyettes","Ceglédi Tankerületi Központ","Közalkalmazott","Cegléd","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",1
"2017-12-06","pszichológus","Pest Megyei Gyermekvédelmi Központ és Területi Gyermekvédelmi Szakszolgálat","Közalkalmazott","Cegléd","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",1
"2017-12-08","Matematika-informatika szakos tanár","Ceglédi Szakképzési Centrum","Közalkalmazott","Cegléd","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",1
"2017-12-15","gyermekfelügyelő","Pilisi Gyermekotthon, Óvoda, Általános Iskola, Speciális Szakiskola, Készségfejlesztő Speciális Szakiskola","Közalkalmazott","Cegléd","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",1
"2017-12-05","pszichológus","Miskolci Tankerületi Központ","Közalkalmazott","Cigánd","LHHK","Bodrogközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"2017-11-23","Belgyógyász","Veszprém Megyei Fogyatékos Személyek Pszichiátriai és Szenvedélybetegek Integrált Intézménye 9. sz. telephelye","Közalkalmazott","Csabrendek","HH","Sümegi","Veszprém","Közép-Dunántúl",0
"2018-01-15","matematika-rajz szakos általános iskolai tanár","Balatonfüredi Tankerületi Központ","Közalkalmazott","Csabrendek","HH","Sümegi","Veszprém","Közép-Dunántúl",0
"2017-11-29","élelmezésvezető","Csajági Egységes Óvoda-Bölcsőde - Csajág","Közalkalmazott","Csajág","nem_hatranyos _besorolasu","Balatonalmádi","Veszprém","Közép-Dunántúl",1
"2017-12-06","ÓVODAPEDAGÓGUS","Csanádpalota Térségi Napsugár Óvoda és Bölcsőde Többcélú Közös Igazgatású Köznevelési Intézmény","Közalkalmazott","Csanádpalota","HH","Makói","Csongrád","Dél-Alföld",0
"2017-11-24","intézményvezető","Csaroda Község Önkormányzata Képviselő-testülete","Közalkalmazott","Csaroda","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-11-24","intézményvezető","Csaroda Község Önkormányzata Képviselő-testülete","Közalkalmazott","Csaroda","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-12-06","Kollégiumi nevelőtanár","Szombathelyi Műszaki Szakképzési Centrum","Közalkalmazott","Csepreg","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"2017-12-20","Közgazdász tanár vagy logisztika tanár","Szombathelyi Műszaki Szakképzési Centrum","Közalkalmazott","Csepreg","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"2017-12-20","pénzügyi és számviteli ügyintéző","Cserhátsurányi Közös Önkormányzati Hivatal","Köztisztviselő","Cserhátsurány","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"2017-12-01","könyvtáros","Cserszegtomaj Nagyközség Önkormányzata","Közalkalmazott","Cserszegtomaj","nem_hatranyos _besorolasu","Hévízi","Zala","Nyugat-Dunántúl",0
"2017-11-24","karbantartó","Mezőkövesdi Tankerületi Központ","Közalkalmazott","Cserépfalu","HH","Mezőkövesdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"2017-11-24","gazdálkodási előadó","Cserépfalui Közös Önkormányzati Hivatal","Köztisztviselő","Cserépfalu","HH","Mezőkövesdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"2017-11-30","pedagógus","Csolnoki Német Nemzetiségi Általános Iskola","Közalkalmazott","Csolnok","nem_hatranyos _besorolasu","Dorogi","Komárom-Esztergom","Közép-Dunántúl",0
"2017-11-30","angol-testnevelés (vagy bármely) szakos tanár","Dunakeszi Tankerületi Központ","Közalkalmazott","Csomád","nem_hatranyos _besorolasu","Veresegyházi","Pest","Közép-magyarország",0
"2017-11-27","egészségügyi asszisztens","Dr. Szarka Ödön Egyesített Egészségügyi és Szociális Intézmény","Közalkalmazott","Csongrád","HH","Csongrádi","Csongrád","Dél-Alföld",0
"2017-12-05","kisgyermeknevelő","Dr. Szarka Ödön Egyesített Egészségügyi és Szociális Intézmény","Közalkalmazott","Csongrád","HH","Csongrádi","Csongrád","Dél-Alföld",0
"2017-12-18","portás","Hódmezővásárhelyi Tankerületi Központ","Közalkalmazott","Csongrád","HH","Csongrádi","Csongrád","Dél-Alföld",0
"2017-12-18","német-bármely szakos tanár","Hódmezővásárhelyi Tankerületi Központ","Közalkalmazott","Csongrád","HH","Csongrádi","Csongrád","Dél-Alföld",0
"2017-11-27","földrajz - informatika szakos tanár","Győri Szolgáltatási SZC Hunyadi János Középiskolája","Közalkalmazott","Csorna","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",1
"2017-11-30","alapellátó orvos","Győr-Moson-Sopron Megyei Katasztrófavédelmi Igazgatóság","Közalkalmazott","Csorna","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",1
"2017-12-08","esetmenedzser","Szociális és Gyermekjóléti Központ - Csorna","Közalkalmazott","Csorna","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",1
"2017-12-08","gyógypedagógus","Soproni Tankerületi Központ","Közalkalmazott","Csorna","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",1
"2017-12-08","gyógypedagógus","Soproni Tankerületi Központ","Közalkalmazott","Csorna","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",1
"2017-12-11","Intézményvezető","Csorvás Város Önkormányzata","Közalkalmazott","Csorvás","HH","Orosházai","Békés","Dél-Alföld",0
"2017-11-27","területi védőnő","Csákvári Önkormányzati Társulás","Közalkalmazott","Csákvár","nem_hatranyos _besorolasu","Bicskei","Fejér","Közép-Dunántúl",1
"2017-11-27","fejlesztő pedagógus","Vas Megyei Szakosított Otthon","Közalkalmazott","Csákánydoroszló","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"2017-11-27","mozgásterapeuta","Vas Megyei Szakosított Otthon","Közalkalmazott","Csákánydoroszló","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"2017-11-30","Védőnő","Csány Község Önkormányzat","Közalkalmazott","Csány","nem_hatranyos _besorolasu","Hatvani","Heves","Észak-Magyarország",0
"2017-11-30","Pénzügyi ügyintéző","Csányi Polgármesteri Hivatala","Köztisztviselő","Csány","nem_hatranyos _besorolasu","Hatvani","Heves","Észak-Magyarország",0
"2017-12-15","szociális-igazgatási előadó","Császári Közös Önkormányzati Hivatal","Köztisztviselő","Császár","HH","Kisbéri","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-07","óvodai dajka","Csényei Óvoda","Közalkalmazott","Csénye","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"2017-11-30","védőnő","Csépa Községi Önkormányzat","Közalkalmazott","Csépa","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-24","Trombita tanár","Berettyóújfalui Tankerületi Központ","Közalkalmazott","Csökmő","LHHK","Berettyóújfalui","Hajdú-Bihar","Észak-Alföld",0
"2017-11-27","pénzügyi ügyintéző","Csökmő Nagyközségi Önkormányzat Polgármesteri Hivatala","Köztisztviselő","Csökmő","LHHK","Berettyóújfalui","Hajdú-Bihar","Észak-Alföld",0
"2018-01-31","intézményvezető","Csömör Nagyközség Önkormányzata","Közalkalmazott","Csömör","nem_hatranyos _besorolasu","Gödöllői","Pest","Közép-magyarország",0
"2017-12-15","óvodapedagógus","Csörögi Csiri-Biri Egységes Óvoda-Bölcsőde","Közalkalmazott","Csörög","nem_hatranyos _besorolasu","Váci","Pest","Közép-magyarország",0
"2017-12-31","Múzeumi tárlatvezető","Cák Község Önkormányzata","Közalkalmazott","Cák","nem_hatranyos _besorolasu","Kőszegi","Vas","Nyugat-Dunántúl",0
"2017-11-22","Közgazdaságtan szakos pedagógus","Érdi Szakképzési Centrum","Közalkalmazott","Dabas","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-11-22","kisegítő munkakör-technikai dolgozó udvaros-karbantartó","Érdi Szakképzési Centrum","Közalkalmazott","Dabas","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-11-23","informatika szakos pedagógus","Érdi Szakképzési Centrum","Közalkalmazott","Dabas","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-11-27","nevelő","Pest Megyei Gyermekvédelmi Központ és Területi Gyermekvédelmi Szakszolgálat","Közalkalmazott","Dabas","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-11-27","pedagógiai asszisztens","Monori Tankerületi Központ","Közalkalmazott","Dabas","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-12-05","iskolapszichológus","Monori Tankerületi Központ","Közalkalmazott","Dabas","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2018-01-26","könyvtár szakos tanár","Monori Tankerületi Központ","Közalkalmazott","Dabas","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2018-01-26","magyar nyelv és irodalom-angol nyelv szakos középiskolai tanár","Monori Tankerületi Központ","Közalkalmazott","Dabas","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-11-22","Regionális szakmai koordinátor","Országos Közegészségügyi Intézet","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-22","Regionális koordinátor","Országos Közegészségügyi Intézet","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-24","beszerzési referens","Szociális és Gyermekvédelmi Főigazgatóság","Köztisztviselő","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-24","intézményi takarító","Debreceni Csokonai Színház","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-24","asztalos","Debreceni Csokonai Színház","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-25","5 fő mentőtiszt","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-25","4 fő orvosírnok","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-25","gazdasági ügyintéző","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-25","általános titkár/titkárnő","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-25","5 fő ápoló","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-25","diplomás ápoló","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-25","4 fő betegkísérő","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-25","ügyvivő-szakértő","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-27","fejlesztő pedagógus","Debreceni Szociális Szolgáltató Központ","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-28","egyetemi tanár","Debreceni Egyetem Rektora","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-28","ügyvivő-szakértő","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-29","ápoló","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-29","ügyvivő-szakértő","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-29","gyógypedagógiai asszisztens","Debreceni Tankerületi Központ","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-29","pszichológus","Debreceni Tankerületi Központ","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-29","pszichológus","Debreceni Tankerületi Központ","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-30","óvodapedagógus","Nagyerdei Óvoda - Debrecen","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-30","asszisztens","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-11-30","Helyszíni ellenőrzési referens","Magyar Államkincstár Hajdú- Bihar Megyei Igazgatósága","Köztisztviselő","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-12-02","adjunktus","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-12-03","ügyvivő-szakértő","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-12-04","angol szakos nyelvtanár","Debreceni Szakképzési Centrum","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-12-05","Fejlesztőpedagógus","Pósa Utcai Óvoda - Debrecen","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-12-06","iskolaorvos","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-12-06","szakoktató, gyakorlati oktató","Debreceni Szakképzési Centrum","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-12-06","tanársegéd","Debreceni Egyetem","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-12-06","matematika-fizika szakos középiskolai tanár","Debreceni Szakképzési Centrum","Közalkalmazott","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"2017-12-08","járási tisztiorvos","Hajdú-Bihar Megyei Kormányhivatal","Köztisztviselő","Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
