jelentkezesi_hatarido,allas_megnevezese,kozzetevo,munkavegzes_helye,tipus,jelentkezes_statusza,id,van_e_vesszo
2017-12-11,Szociális gondozó,Vámosszabadi Községi Önkormányzat,"Győr-Moson-Sopron megye
                             , Vámosszabadi",Közalkalmazott,,tdbe2osmd3,1
2017-12-11,Dajka,Vámosszabadi Vackor Óvoda,"Győr-Moson-Sopron megye
                             , Vámosszabadi",Közalkalmazott,,tdbe1qjch1,1
2017-12-11,támogatáskezelő referens (VEKOP) ,Magyar Államkincstár,"Budapest, Budapest",Köztisztviselő,,tdbf3tgxa3,1
2017-12-11,támogatáskezelő referens (TOP),Magyar Államkincstár,"Budapest, Budapest",Köztisztviselő,,tdbf2tdmh5,1
2017-12-11,Támogatáskoordinációs referens (külső ellenőrzések koordinálása) ,Magyar Államkincstár,"Budapest, Budapest",Köztisztviselő,,tdbf1wjma9,1
2017-12-12,tanársegéd,Pécsi Tudományegyetem,"Baranya megye
                             , Pécs",Közalkalmazott,,tsve8ej3d4,1
2017-12-12,szolfézstanár,Belső-Pesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdyg3pkbc4,1
2017-12-12,oxyológia és sürgősségi orvostan szakorvos,Debreceni Egyetem,"Hajdú-Bihar megye
                             , Debrecen",Közalkalmazott,,tdcb7pk7b9,1
2017-12-12,mozgásnevelő,Közép-Pesti  Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdce9rfyh7,1
2017-12-12,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcf7wh7i1,1
2017-12-12,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcf7elca0,1
2017-12-12,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcf6qdxd4,1
2017-12-12,intézetvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcf6r1yj1,1
2017-12-12,tudományos segédmunkatárs,Eötvös Loránd Tudományegyetem,"Vas megye
                             , Szombathely",Közalkalmazott,,tdcf5wfyc5,1
2017-12-12,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcf5t15i2,1
2017-12-12,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcf5udva1,1
2017-12-12,tudományos munkatárs,Eötvös Loránd Tudományegyetem,"Vas megye
                             , Szombathely",Közalkalmazott,,tdcf4pk7d0,1
2017-12-12,Ügyintéző,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdcf0td7c2,1
2017-12-12,"ügyvivő szakértő munkakör, igazgatói megbízás mellett",Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdcg6pl3a5,1
2017-12-12,kari könyvtárvezető,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdcg3qlxg8,1
2017-12-12,ügyvivő szakértői,Pannon Egyetem,"Zala megye
                             , Keszthely",Közalkalmazott,,tdch5esve2,1
2017-12-12,műszaki ügyintéző,Budapesti Gazdasági Egyetem,"Budapest, Budapest",Közalkalmazott,,tdch3uk3g2,1
2017-12-12,Ápoló (2 fő),Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdci9wd3f4,1
2017-12-12,Műszaki szolgáltató (takarító),Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdci9t13b1,1
2017-12-12,szociális gondozó ápoló ,Budapest Főváros VII. kerület Erzsébetváros Önkormányzat Bischitz Johanna Integrált Humán Szolgáltató Központ,"Budapest, Budapest",Közalkalmazott,,tdcj5zgvb7,1
2017-12-12,számviteli referens (bérkönyvelő),Pest Megyei Kormányhivatal,"Budapest, Budapest",Köztisztviselő,,tdvb2esvh3,1
2017-12-12,szociális ellátási referens,Pest Megyei Kormányhivatal,"Budapest, Budapest",Köztisztviselő,,tdvc8tacj9,1
2017-12-12,óvodai dajka,Balatonendrédi Kerekerdő Óvoda,"Somogy megye
                             , Balatonendréd",Közalkalmazott,,tdvc0wjnb6,1
2017-12-12,nemzetiségi óvodapedagógus,Samufalvi Óvoda és Bölcsőde,"Komárom-Esztergom megye
                             , Vértesszőlős",Közalkalmazott,,tdvd0qdxj6,1
2017-12-12,napközis tanító,"Bokréta Lakásotthoni, Gyermekotthoni Központ és Általános Iskola","Fejér megye
                             , Bicske",Közalkalmazott,,tdba6phvg9,1
2017-12-12,gyógypedagógus,Hajdúböszörményi Tankerületi Központ,"Hajdú-Bihar megye
                             , Balmazújváros",Közalkalmazott,,tdba0rkbi5,1
2017-12-12,karbantartó,Budapesti Komplex Szakképzési Centrum,"Budapest, Budapest",Közalkalmazott,,tdbb9pkmf2,1
2017-12-12,raktáros,Budapesti Komplex Szakképzési Centrum,"Budapest, Budapest",Közalkalmazott,,tdbb7rfxi1,1
2017-12-12,karbantartó,Budapesti Komplex Szakképzési Centrum,"Budapest, Budapest",Közalkalmazott,,tdbb7pg3j6,1
2017-12-12,Építőipari szakos óraadó pedagógus,Budapesti Komplex Szakképzési Centrum,"Budapest, Budapest",Közalkalmazott,,tdbb1t1cd1,1
2017-12-12,gyógypedagógus,Budapesti Komplex Szakképzési Centrum,"Budapest, Budapest",Közalkalmazott,,tdbc9q1bb8,1
2017-12-12,vendéglátóipari szakos pedagógus,Budapesti Komplex Szakképzési Centrum,"Budapest, Budapest",Közalkalmazott,,tdbc5wjya5,1
2017-12-12,informatika szakos pedagógus,Budapesti Komplex Szakképzési Centrum,"Budapest, Budapest",Közalkalmazott,,tdbc4ijxh2,1
2017-12-12,2 fő gyógypedagógus,Belső-Pesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdbf8zscg3,1
2017-12-12,logopédus,Belső-Pesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdbf4iaxi9,1
2017-12-12,gyógypedagógus,Szombathelyi Tankerületi Központ,"Vas megye
                             , Rum",Közalkalmazott,,tdbg6q1be9,1
2017-12-12,gyermekfelügyelő,Szombathelyi Tankerületi Központ,"Vas megye
                             , Rum",Közalkalmazott,,tdbg5u1mb6,1
2017-12-13,Könyvelő,Városi Kincstár - Tiszavasvári,"Szabolcs-Szatmár-Bereg megye
                             , Tiszavasvári",Közalkalmazott,,rlbj7uhcb4,1
2017-12-13,Igazgató,Fegyvernek Város Önkormányzat Képviselő-testülete,"Jász-Nagykun-Szolnok megye
                             , Fegyvernek",Közalkalmazott,,ts3d2ufvj7,1
2017-12-13,egyetemi adjunktus,Eötvös Loránd Tudományegyetem,"Vas megye
                             , Szombathely",Közalkalmazott,,ts3h9payg7,1
2017-12-13,egyetemi adjunktus,Eötvös Loránd Tudományegyetem,"Vas megye
                             , Szombathely",Közalkalmazott,,ts3h7ehnj6,1
2017-12-13,egyetemi adjunktus,Eötvös Loránd Tudományegyetem,"Vas megye
                             , Szombathely",Közalkalmazott,,ts3h5waba1,1
2017-12-13,egyetemi docens,Eötvös Loránd Tudományegyetem,"Vas megye
                             , Szombathely",Közalkalmazott,,ts3h5pjmf4,1
2017-12-13,főigazgató,Soproni Egyetem,"Győr-Moson-Sopron megye
                             , Sopron",Közalkalmazott,,ts7h5whyg9,1
2017-12-13,Védőnő,Rezi Község Önkormányzata Képviselő-testülete,"Zala megye
                             , Rezi",Közalkalmazott,,tdxd1qjme7,1
2017-12-13,gazdasági vezető-helyettes,Városi Kincstár - Tiszavasvári,"Szabolcs-Szatmár-Bereg megye
                             , Tiszavasvári",Közalkalmazott,,tdxd0wknd8,1
2017-12-13,intézményvezető,Mezőkovácsháza Város Önkormányzata Képviselő-testülete,"Békés megye
                             , Mezőkovácsháza",Közalkalmazott,,tdcb9uf3b8,1
2017-12-13,kertész,Hévízgyógyfürdő és Szent András Reumakórház,"Zala megye
                             , Hévíz",Közalkalmazott,,tdcb2e1ye4,1
2017-12-13,Iskola védőnő,Nagykáta Városi Önkormányzat Városgazdálkodási Szervezete,"Pest megye
                             , Nagykáta",Közalkalmazott,,tdcf5rkmg3,1
2017-12-13,közegészségügyi-járványügyi felügyelő,Egyesített Szent István és Szent László Kórház - Rendelőintézet,"Budapest, Budapest",Közalkalmazott,,tdch5q1yc3,1
2017-12-13,gazdasági ügyintéző,Egyesített Szent István és Szent László Kórház - Rendelőintézet,"Budapest, Budapest",Közalkalmazott,,tdci7z1xh4,1
2017-12-13,Műszaki szolgáltató (takarító),Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdci4tdnf1,1
2017-12-13,egyetemi tanár,Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdci4i1nc8,1
2017-12-13,Tudományos segédmunkatárs,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdci4ps7e7,1
2017-12-13,Tudományos segédmunkatárs,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdci3pabb9,1
2017-12-13,Tudományos segédmunkatárs,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdci1eh5e8,1
2017-12-13,Tudományos munkatárs,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdci0t1xf8,1
2017-12-13,egyetemi tanár,Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdcj4wh5b2,1
2017-12-13,pedagógiai asszisztens,Sajókazai Gézengúz Napköziotthonos Óvoda,"Borsod-Abaúj-Zemplén megye
                             , Sajókaza",Közalkalmazott,,tdcj2ehvh5,1
2017-12-13,gyógypedagógus,Karcagi Tankerületi Központ,"Jász-Nagykun-Szolnok megye
                             , Kisújszállás",Közalkalmazott,,tdvb5rk5j6,1
2017-12-13,gyógypedagógus,Karcagi Tankerületi Központ,"Jász-Nagykun-Szolnok megye
                             , Karcag",Közalkalmazott,,tdvb5ig5f3,1
2017-12-13,óvodapedagógus,Tündérkert Óvoda és Mini Bölcsőde,"Hajdú-Bihar megye
                             , Nagyhegyes",Közalkalmazott,,tdvb5okch2,1
2017-12-13,gyógypedagógus,Karcagi Tankerületi Központ,"Jász-Nagykun-Szolnok megye
                             , Karcag",Közalkalmazott,,tdvb4rjng8,1
2017-12-13,"gyógypedagógus, utazó gyógypedagógus",Karcagi Tankerületi Központ,"Jász-Nagykun-Szolnok megye
                             , Karcagi Tankerületi Központ intézményei",Közalkalmazott,,tdvb4plxg3,1
2017-12-13,"gyógypedagógus, utazó gyógypedagógus",Karcagi Tankerületi Központ,"Jász-Nagykun-Szolnok megye
                             , Karcagi Tankerületi Központ intézményei",Közalkalmazott,,tdvb3rhxc0,1
2017-12-13,Üzemeltetési munkatárs ,Klauzál Gábor Budafok-Tétényi Művelődési Központ,"Pest megye
                             , Budapest",Közalkalmazott,,tdve0qaxj5,1
2017-12-13,családgondozó,Józsefvárosi Szociális Szolgáltató és Gyermekjóléti Központ,"Budapest, Budapest",Közalkalmazott,,tdvf0ed7d2,1
2017-12-13,szakgondozó,Józsefvárosi Szociális Szolgáltató és Gyermekjóléti Központ,"Budapest, Budapest",Közalkalmazott,,tdvf0idxc8,1
2017-12-13,családsegítő,Józsefvárosi Szociális Szolgáltató és Gyermekjóléti Központ,"Budapest, Budapest",Közalkalmazott,,tdvg9iami0,1
2017-12-13,Főkönyvi könyvelő,Budapest Főváros I. ker. Budavári Polgármesteri Hivatal,"Nem_megadott , Nem_megadott",Köztisztviselő,,tdvh1rdnj7,1
2017-12-13,Hatósági állatorvos,Tolna Megyei Kormányhivatal,"Tolna megye
                             , Tamási",Köztisztviselő,,tdvi7wgne6,1
2017-12-13,családsegítő,Józsefvárosi Szociális Szolgáltató és Gyermekjóléti Központ,"Budapest, Budapest",Közalkalmazott,,tdvi5ifci5,1
2017-12-13,Óvodai dajka,Hat Szín Virág Óvoda-Abádszalók,"Jász-Nagykun-Szolnok megye
                             , Nagyiván",Közalkalmazott,,tdvi0tsbi7,1
2017-12-13,óvodapedagógus,Bp. Főv. XIII. ker. Önkormányzat Egyesített Óvoda,"Budapest, Budapest",Közalkalmazott,,tdvj7t1na2,1
2017-12-13,óvodapedagógus (német),Bp. Főv. XIII. ker. Önkormányzat Egyesített Óvoda,"Budapest, Budapest",Közalkalmazott,,tdvj6uavj3,1
2017-12-13,óvodapedagógus (angol),Bp. Főv. XIII. ker. Önkormányzat Egyesített Óvoda,"Budapest, Budapest",Közalkalmazott,,tdvj5isci4,1
2017-12-13,szociális gondozó,Óbudai Szociális Szolgáltató Intézmény,"Pest megye
                             , Budapest",Közalkalmazott,,tdvj2rayc3,1
2017-12-13,fejlesztő pedagógus,Monori Tankerületi Központ,"Pest megye
                             , Pánd",Közalkalmazott,,tdbc8os5a4,1
2017-12-13,általános iskolai tanító,Monori Tankerületi Központ,"Pest megye
                             , Vecsés",Közalkalmazott,,tdbc6e13f2,1
2017-12-13,német nyelv szakos tanár,Monori Tankerületi Központ,"Pest megye
                             , Nyáregyháza",Közalkalmazott,,tdbc0iabe0,1
2017-12-13,védőnő,Polgárdi Város Önkormányzata,"Fejér megye
                             , Polgárdi",Közalkalmazott,,tdbd9qkbb7,1
2017-12-13,iskolapszichológus,Monori Tankerületi Központ,"Pest megye
                             , Monor",Közalkalmazott,,tdbe1oaca5,1
2017-12-13,gyógypedagógus,Közép-Pesti  Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdbf9ikve9,1
2017-12-13,gyógypedagógus,Közép-Pesti  Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdbf6rjyi8,1
2017-12-13,óvodapedagógus,Vadvirág Körzeti Óvoda Veszprém,"Veszprém megye
                             , Veszprém",Közalkalmazott,,tdbf5waya2,1
2017-12-13,endoszkópos szakasszisztens/általános asszisztens/egészségügyi asszisztens,Csongrád Megyei Mellkasi Betegségek Szakkórháza,"Csongrád megye
                             , Deszk",Közalkalmazott,,tdbg4qjnh3,1
2017-12-13,Marketing asszisztens,Egri Kulturális és Művészeti Központ,"Heves megye
                             , Eger",Közalkalmazott,,tdna5if5d1,1
2017-12-14,intézményvezető,Fajsz Község Önkormányzata,"Bács-Kiskun megye
                             , Fajsz",Közalkalmazott,,ts5h5w13b7,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyd8rjmf3,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyd8uscj1,1
2017-12-14,főiskolai tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyd7pj7c0,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyd6q1xf9,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyd6phvj2,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyd5eayd0,1
2017-12-14,főiskolai tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyd1ufnj4,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyg3ohxa5,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyg2q13e3,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyg2ofmh7,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyh9qhbf9,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyh9wk3h8,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyh8wjvd0,1
2017-12-14,egyetemi tanár ,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyh3q1xh0,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyh3esna9,1
2017-12-14,egyetemi tanár,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdyi8ih5e4,1
2017-12-14,informatika szakos általános iskolai tanár,Győri Tankerületi Központ,"Győr-Moson-Sopron megye
                             , Tényő",Közalkalmazott,,tdcf6ej3h2,1
2017-12-14,egyetemi docens,Budapesti Műszaki és Gazdaságtudományi Egyetem,"Budapest, Budapest",Közalkalmazott,,tdcf0zhxe1,1
2017-12-14,egyetemi docens,Budapesti Műszaki és Gazdaságtudományi Egyetem,"Budapest, Budapest",Közalkalmazott,,tdcg9tsvj4,1
2017-12-14,egyetemi docens,Budapesti Műszaki és Gazdaságtudományi Egyetem,"Budapest, Budapest",Közalkalmazott,,tdcg5efve3,1
2017-12-14,tudományos főmunkatárs,Budapesti Műszaki és Gazdaságtudományi Egyetem,"Budapest, Budapest",Közalkalmazott,,tdcg3u13g3,1
2017-12-14,egyetemi docens,Budapesti Műszaki és Gazdaságtudományi Egyetem,"Budapest, Budapest",Közalkalmazott,,tdcg1tdcg9,1
2017-12-14,egyetemi docens,Budapesti Műszaki és Gazdaságtudományi Egyetem,"Budapest, Budapest",Közalkalmazott,,tdcg0qf7g4,1
2017-12-14,egyetemi docens,Budapesti Műszaki és Gazdaságtudományi Egyetem,"Budapest, Budapest",Közalkalmazott,,tdch9olmi9,1
2017-12-14,mesteroktató,Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdci6rfxa8,1
2017-12-14,intézményvezető,Herend Város Önkormányzat,"Veszprém megye
                             , Herend",Közalkalmazott,,tdci4qhnj4,1
2017-12-14,település karbantartó,Mesteri Község Önkormányzata,"Vas megye
                             , Mesteri",Közalkalmazott,,tdci4wk5b3,1
2017-12-14,intézetvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcj6ulyg4,1
2017-12-14,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcj2udvd2,1
2017-12-14,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcj2igmf1,1
2017-12-14,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcj1wsmc8,1
2017-12-14,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcj1ef5e7,1
2017-12-14,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcj1ua5a4,1
2017-12-14,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcj1ohne2,1
2017-12-14,tanszékvezető,Szegedi Tudományegyetem,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcj1pk7g1,1
2017-12-14,egyetemi docens,Budapesti Műszaki és Gazdaságtudományi Egyetem,"Budapest, Budapest",Közalkalmazott,,tdva5o1ch3,1
2017-12-14,rezidens,Pest Megyei Flór Ferenc Kórház,"Pest megye
                             , Kistarcsa",Közalkalmazott,,tdvb8psnh6,1
2017-12-14,szociális munkatárs,Szociális Szolgáltatások Háza,"Pest megye
                             , Vác",Közalkalmazott,,tdvb4tl7i7,1
2017-12-14,szociális segítő,Szociális Szolgáltatások Háza,"Pest megye
                             , Vác",Közalkalmazott,,tdvb3pj3d5,1
2017-12-14,Magyar mint idegen nyelv-német szakos nyelvtanár,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdvb2iamg9,1
2017-12-14,Magyar mint idegen nyelv-angol szakos nyelvtanár,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdvb0qjxj8,1
2017-12-14,egyetemi tanár,Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdvb0oaxb2,1
2017-12-14,Műtőssegéd (2 fő),Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdvb0pdbd1,1
2017-12-14,Műtőssegéd,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdvc9zgye6,1
2017-12-14,Gyermekápoló,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdvc8qfvc2,1
2017-12-14,egyetemi tanár,Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdvc7qs7j4,1
2017-12-14,Gyermekápoló (7 fő),Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdvc7rl7f1,1
2017-12-14,TANÁCSADÓ (fejlesztőpedagógiai tanácsadó és ifjúságsegítő mentor),Bárka Kőbányai Humánszolgáltató Központ,"Budapest, Budapest",Közalkalmazott,,tdvd7ojxe6,1
2017-12-14,CSALÁDSEGÍTŐ,Bárka Kőbányai Humánszolgáltató Központ,"Budapest, Budapest",Közalkalmazott,,tdvd6uayg0,1
2017-12-14,ESETMENEDZSER,Bárka Kőbányai Humánszolgáltató Központ,"Budapest, Budapest",Közalkalmazott,,tdvd6pkyd7,1
2017-12-14,SZOCIÁLIS ASSZISZTENS,Bárka Kőbányai Humánszolgáltató Központ,"Budapest, Budapest",Közalkalmazott,,tdvd4rdng6,1
2017-12-14,szakmai projektfelügyelő,Belügyminisztérium,"Budapest, Budapest",Köztisztviselő,,tdve0wdnb4,1
2017-12-14,projektmenedzser,Belügyminisztérium,"Budapest, Budapest",Köztisztviselő,,tdvf9wsyi6,1
2017-12-14,angol nyelv szakos tanár,Érdi Tankerületi Központ,"Pest megye
                             , Érd",Közalkalmazott,,tdbd8ramc7,1
2017-12-14,informatika szakos tanár,Érdi Tankerületi Központ,"Pest megye
                             , Érd",Közalkalmazott,,tdbd6zdba9,1
2017-12-15,dajka,Pellérdi Általános Művelődési Központ,"Baranya megye
                             , Pellérd",Közalkalmazott,,rg3e7rlmb2,1
2017-12-15,gyermekfelügyelő,"Pilisi Gyermekotthon, Óvoda, Általános Iskola, Speciális Szakiskola, Készségfejlesztő Speciális Szakiskola","Pest megye
                             , Cegléd",Közalkalmazott,,rh3i8ujcf7,1
2017-12-15,szakorvos,Szent Borbála Kórház -Tatabánya,"Komárom-Esztergom megye
                             , Tatabánya",Közalkalmazott,,rj5c6zkci9,1
2017-12-15,szülész-nőgyógyász szakorvos,Szent Borbála Kórház -Tatabánya,"Komárom-Esztergom megye
                             , Tatabánya",Közalkalmazott,,rkye1ejxd7,1
2017-12-15,laboratóriumi szakorvos,Szent Borbála Kórház -Tatabánya,"Komárom-Esztergom megye
                             , Tatabánya",Közalkalmazott,,rkye1za3h5,1
2017-12-15,építésügyi ügyintéző,Devecseri Közös Önkormányzati Hivatal,"Veszprém megye
                             , Devecser",Köztisztviselő,,r1cf1tacd9,1
2017-12-15,1 fő röntgen asszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r1nc8ea5c6,1
2017-12-15,1 fő diszpécser,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r1nc5tscg0,1
2017-12-15,1 fő gépszerelő – lakatos szakmunkás,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r1nc0rgxa0,1
2017-12-15,1 fő szobafestő – mázoló szakmunkás,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r1nd9zkvb0,1
2017-12-15,1 fő fűtő - karbantartó szakmunkás,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r1nd8zh7i2,1
2017-12-15,2 fő víz- gáz- központi fűtés szerelő szakmunkás,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r1nd7i1yj2,1
2017-12-15,2 fő szakorvos,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r1ne5qava1,1
2017-12-15,2 fő szakorvos-jelölt,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r1ne4pkbe5,1
2017-12-15,1 fő szakorvos,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r15a0pfmh1,1
2017-12-15,1 fő szakorvos,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r15b8e1ca0,1
2017-12-15,2 fő szakorvos,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r15b8pa7b5,1
2017-12-15,1 fő műszakvezető szakorvos,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,r15b6ejve4,1
2017-12-15,1 fő röntgen asszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3g2rhnb2,1
2017-12-15,3 fő ápoló vagy gyógyszertári asszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3g2uaxf0,1
2017-12-15,1 fő laboratóriumi szakasszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3g1q1be6,1
2017-12-15,3 fő segédápoló,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3g1rgyi4,1
2017-12-15,1 fő immunhisztokémiai szakasszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3g1zl3c2,1
2017-12-15,1 fő orvosdiagnosztikai laboratóriumi analitikus,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3g1ofvg0,1
2017-12-15,1 fő műtős szakasszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3g0qlyb8,1
2017-12-15,1 fő betegkísérő,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3g0tg5h5,1
2017-12-15,2 fő szövettani asszisztens / szakasszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3g0u1mb3,1
2017-12-15,1 fő fertőtlenítő-sterilizáló,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3g0os5d2,1
2017-12-15,2 fő ápolói,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3h9qjnh0,1
2017-12-15,1 fő szakasszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3h9wl5a9,1
2017-12-15,műtőssegéd,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3h9rscc8,1
2017-12-15,ápolói,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3h9tfne7,1
2017-12-15,ápolói,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,ta3h9zh7g6,1
2017-12-15,óvodapedagógus,Szabolcs Község Önkormányzata,"Szabolcs-Szatmár-Bereg megye
                             , Szabolcs",Közalkalmazott,,ta7f9ugnb6,1
2017-12-15,2 fő orvosírnok,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,tsxi8tjvj1,1
2017-12-15,1 fő műtős szakasszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,tsxi6tfnd5,1
2017-12-15,1 fő asszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,tsxi5tdxa7,1
